x1,x2,y
4.5848827256783355,1.0522359631397347,1
-0.31383488054964825,2.2368435386992207,1
-1.2137242773048067,2.2402626197537177,1
-1.56887824321245,2.9213081156084773,1
5.843434993720588,2.0422553005424477,1
3.0924267586843825,2.5295138965385,0
4.119642356934554,1.8353711591194455,0
4.150442450589941,1.8464035008240633,0
5.408828572214652,2.363852969744797,1
0.9476447305975073,2.71781971070564,1
1.0439654398671188,1.1899085277672155,1
0.5991257090945856,1.8302243722849825,1
3.938191590803042,2.315817735173251,0
-0.3894653492576259,2.616975826486692,1
4.291219507278142,1.7898792758082258,0
2.084929879912467,2.592319083004049,1
1.56301996712822,2.48613382102043,1
-1.3700074134257925,1.9752905160333591,1
1.4751091589838383,1.4921158913458326,1
4.893125746185365,1.0400451182359702,1
1.6066136786516,1.0948457486905163,1
1.981819969422796,2.717548008256009,1
0.678525251321477,2.803180062300873,1
-1.0168995682377648,1.3148674938665263,1
4.299082333094343,2.329878115658189,0
3.761633379187523,2.078510646756478,0
1.775579634038932,2.8013750074605364,1
0.9961000861268765,2.0555728898195436,1
3.5559473957199614,1.851136525542914,0
3.1086134355081416,2.1886493692166127,0
1.6342478321824583,2.8315528333934576,1
3.9525392234993726,2.8589716036800117,0
5.129423914051146,1.640666412381277,1
3.5202107886407434,1.1177361567154451,0
-0.38572909253247545,2.446123533308967,1
4.016079389389563,1.59076225488242,0
5.66757536384484,1.0087265470539344,1
0.7979371218722795,1.3949647399706138,1
1.5007080897720169,2.8592313353474434,1
0.24196384921999226,1.855767798441779,1
1.7213196941107096,2.710247629208869,1
5.87509473553296,1.9554551299454095,1
2.2936349069541357,2.5644091647141662,0
4.518602134505576,1.2913102697419512,1
0.7458373000312335,2.3912398061200193,1
-0.494244967847961,1.9108493831348434,1
5.76338463321361,2.9886915789819644,1
4.004067029065104,2.0245777875830773,0
2.118178706722122,1.1383442652362943,0
5.769458914501553,2.909640815194004,1
4.240130447704581,2.696989269080898,0
1.1949256320899355,2.593847713855519,1
-1.8586342884622145,1.3348875102331197,1
-0.39541975834745013,1.4815169616367956,1
-1.3834401203693032,2.4636682425919583,1
-1.1747524908855516,1.8293325055731442,1
-0.230515516892293,2.8798448303733206,1
2.046883592985486,2.2176110062913805,1
2.6690330142776784,1.9876162774597836,0
-0.665489358226826,2.5976412648942713,1
4.45984014980367,2.311458329747568,1
-0.9724239568358533,2.1509056191363736,1
0.2544540955064649,1.5205985748124224,1
2.895088873951712,2.2489555401190193,0
1.0142530005433201,1.8347716400621117,1
1.018308741062989,1.3567834821116238,1
-1.7166219077926756,1.8972417926671414,1
4.602489108370383,1.694764543380703,1
-0.8809376610485966,1.6849111543355257,1
5.732868509541774,1.4685775716259173,1
1.1969104978875693,2.9130812474097363,1
3.3435056151784757,1.817002349860039,0
3.539766448512423,2.4157036334552293,0
-0.3365743909978409,1.527523923823654,1
4.552700242202776,1.371044061738641,1
4.010143975506433,1.208044056315651,0
4.240020674705584,1.7048547697866474,0
4.996435126268291,2.173081887532919,1
-1.407050877221467,1.9635778448615506,1
2.1574740295243364,1.4390389259655392,0
-1.4938409797086578,1.8846655488035757,1
-0.7502848677625886,2.4490993932506666,1
5.959615979044093,2.1201175295950723,1
5.427326344000657,2.245170109148069,1
1.205343810470647,1.7678199254868239,1
5.084049483974532,1.5812613685959618,1
-1.8630513558680164,2.2641482656768,1
4.642303742768783,2.8278432538615466,1
-1.8556328008203211,2.672728818879888,1
1.26184843446757,1.99594859709169,1
1.8320697308527176,1.0837249687028911,1
4.66725074743335,1.0494127218334612,1
3.1357346619821405,1.1018006858922589,0
1.654255430127546,2.0866174557664907,1
-1.3088759883708114,2.816377363836337,1
0.36854436170500016,1.512271720098429,1
-0.895854495116696,2.7745490895533385,1
-0.3756874243663004,1.0653982186204072,1
2.271297915547561,1.0482972306597893,0
-0.24329717360400593,2.739609891434927,1
-0.604785873696537,2.555419113669439,1
2.4656721529548307,1.8818591480166298,0
2.363255543421052,2.392793745015502,0
-1.118971464406055,2.279251284250977,1
1.2533484763793767,1.2988098970013104,1
4.325484275108866,1.1193625545985848,0
-1.0550866135059485,2.12696792878231,1
2.9594124851309394,1.0500049917684409,0
0.22558424542338962,2.9984670364402204,1
5.145205767595555,1.015747821419164,1
4.490304201527239,2.0260128083297495,1
5.508772666228286,2.6081715485253922,1
4.628560576877258,1.8741494322471226,1
3.2171237494993363,2.2144170054859007,0
0.7771150197233778,2.836336839370997,1
1.6809773786656548,1.906472635112489,1
5.158257805262071,1.5985237498345184,1
5.598083083644701,2.939522948110485,1
-0.574750367723408,2.401191187832162,1
3.0726171932440183,1.7905292617377566,0
-0.5498321632121588,2.8404822201535516,1
-0.8440034595450339,1.7351488209252435,1
5.292389326933558,1.2124779427355454,1
2.531509359431163,1.6317604407058037,0
5.303881150691337,2.7082643172340957,1
3.634761062507473,2.4360235483166086,0
1.3530605581111024,2.250848919644942,1
3.314130185888721,2.2817176588593524,0
4.683548217550802,2.5267082286157496,1
4.995759949471091,2.2177584306101195,1
-0.7704709672498797,1.6150773836737073,1
-1.631300271808784,1.0376733836909453,1
-0.12573437952147337,2.3338734139379476,1
2.7684971315137705,1.1551043966783723,0
-0.23304456116737438,1.8948457325827022,1
1.3647054545153559,1.1442608380487538,1
0.296445398382132,1.6873414597291256,1
0.41605302205586003,1.7929552052112363,1
-0.34118964459623946,2.480078370088769,1
0.3696143213844003,2.3574577184907013,1
0.08788068325785758,1.8184632263895633,1
-0.2748915076001994,1.1440677005695357,1
2.8213165992365354,2.3177835563961846,0
3.1980056024102987,2.3057467773070206,0
-0.7838398246834943,1.5749426990996143,1
0.6382046506562578,2.0925775490131278,1
4.895608012212163,2.0305851310179657,1
-0.9012591533576488,2.3246453794283015,1
3.506627468770019,1.2429515458210412,0
-1.9764045392037977,2.4142972194827568,1
5.756153812789859,2.8958738099830077,1
0.32777234635982033,2.0344381039501025,1
-0.2900398970822753,2.4180183376030033,1
-1.7655253951561987,2.938398292612958,1
1.2254367073610402,2.1222606019806802,1
0.4137207593514649,2.697034468433406,1
-1.9780306961852583,1.7548603735473816,1
4.044062403867778,2.253238237814025,0
4.689731155055411,2.7400626169947184,1
4.089421671485795,1.746293702812775,0
3.9981221444715374,1.7265811059603704,0
2.871190821310625,2.8922854203215875,0
4.611714930746154,2.978117150044203,1
2.0256617418699108,1.4097127878819553,0
4.620663234510347,1.8316625854630606,1
3.339774976928232,1.1830726863137493,0
4.547274185827079,2.2774529635633334,1
3.2525429719454646,2.5790053097456025,0
2.0317842922646587,1.5602239698523441,1
4.847058082386672,2.482228788332821,1
-1.345616422598435,1.3191852034479243,1
2.2507691457600556,2.8626426345091183,0
3.6377493361996036,1.5610842918394143,0
-1.5403217769830881,1.8041868510235617,1
2.162221230846252,1.0276927534487055,0
1.1190060102148056,2.7239236730583256,1
-0.38151071064753683,2.81367959514984,1
5.411164513807032,1.927391716573651,1
4.790899474590721,2.9701868544749503,1
-0.2858477757398692,2.267468594962182,1
2.8753434120162353,2.483277583914055,0
1.3110559544688245,2.5409287712168886,1
-1.218990460491785,2.4990064205838673,1
-1.714634891781758,2.0450549988301185,1
2.7167033734740107,1.146809346251644,0
1.6221362795136747,2.460406884130881,1
3.568420742051165,2.6003992548021326,0
-1.8229578500321333,2.2531603361969017,1
0.43364500848059073,2.991675186048889,1
-0.17461730441589207,1.0419189899651364,1
5.270652986232171,2.5898740475438227,1
3.300662492134813,2.6349799434356123,0
1.0091322338972466,2.347569971585176,1
-1.1991923217346052,2.03047848453632,1
0.04603489777524761,1.4208242671926072,1
0.24999689156941773,1.7312694838461904,1
0.7417622335373419,1.0031004687193965,1
-0.20970728513168613,2.309779444726722,1
1.2845896397637313,2.422009046188495,1
5.66456143599135,1.239787325070567,1
